Unit #,Type,Location,Zip / County,Description,Size,Face,Lat.,Long.,18+ Imp
461C,Bulletin,"NJ Turnpike, 1.8 Miles N/O Exit 9",08837 /,"This RHR bulletin targets northbound traffic and is near the Robert Wood Johnson University Hospital, Rutgers
University, Six Flags Great Adventure, New Brunswick,
Woodbridge Shopping Area, Route 18
Yes",168 x 576,South,40.502,-74.38,829384
460A,Bulletin,"E/S NJ Turnpike, 1.8 Miles N/O Exit 9",08817 / Middlesex County,"Traffic Origin
Southbound New Jersey Turnpike traffic, New York, Northern New Jersey, Garden State Parkway
Traffic Destination
New Brunswick, Route 18, Route 1, Philadelphia
Area Points of Interest
Robert Wood Johnson University Hospital, Rutgers University, Six Flags Great Adventure, New Brunswick, Woodbridge Shopping Area, Route 18",168 x 576,North,40.502,-74.38,668947
458A,Bulletin,"E/S NJ Turnpike, 1.5 Miles N/O Exit 9",08817 / Middlesex,"Traffic Origin
Southbound New Jersey Turnpike traffic, New York, Northern New Jersey, Garden State Parkway
Traffic Destination
New Brunswick, Route 18, Route 1, Philadelphia
Area Points of Interest
Robert Wood Johnson University Hospital, Rutgers University, Six Flags Great Adventure, New Brunswick, Woodbridge Shopping Area, Route 18",168 x 576,North,40.5,-74.382,667433
459C,Bulletin,"NJ Turnpike, 1.5 Miles N/O Exit 9",8837 / Middlesex,"Points of Interest are Robert Wood Johnson University Hospital, Rutgers
University, Six Flags Great Adventure, New Brunswick, Woodbridge Shopping Area, Route 18",168 x 576,South,40.5,-74.382,835594
456A,Digital Bulletin,"NJ Turnpike, 1 Mile N/O Exit 9",08837 / Middlesex,"Brand New Digital. Reaches traffic heading towards New Brunswick, Route 18, Route 1, Philadelphia. Area Points of Interest - Robert Wood Johnson University Hospital, Rutgers University, Six Flags Great Adventure, New Brunswick, Woodbridge Shopping Area, Route 18",168 x 576,North,40.493,-74.39,267881
457C,Digital Bulletin,"NJ Turnpike, 1 Mile N/O Exit 9",08837 / Middlesex,"Brand New Digital. Reaches traffic heading towards New York, Norther NJ, Garden State Parkway. Area Points of Interest - Robert Wood Johnson University Hospital, Rutgers University, Six Flags Great Adventure, New Brunswick, Woodbridge Shopping Area, Route 18",168 x 576,South,40.493,-74.39,360952
466A,Digital Bulletin,"E/S Routes 9/35, 2.25 miles S/O rt. 440",07730 / Middlesex County,,168 x 576,North,40.486,-74.297,151153
467C,Bulletin,"E/S Routes 9/35, 2.25 miles S/O rt. 440",07730 / Middlesex County,,168 x 576,South,40.486,-74.297,0
3145,Bulletin,US 9 s/o Ernston Rd,08857 / Middlesex,"Located south of the interchange with the Garden State Parkway at the Old Bridge Gateway Shopping Center, this sign benefits from the peak hour traffic jams daily as commuters from Middlesex and Monmouth counties use Route 9 as their access to and from the Parkway. The location allows for excellent viewing from both the North and Southbound reads. Sitting at the Old Bridge Gateway Shopping Center, the unit allows for maximum
exposures from commuters looking to shop and dine in the area.",168 x 576,North,40.451,-74.299,222609
455C,Digital Bulletin,"Route 35 W/S, 460' N/O Hazlet Ave.",07730 / Monmouth,"Traffic Origin: Northbound traffic on Route 35, Red Bank, Atlantic
Highlands, Long Branch, Asbury Park, Monmouth
University, points south.Traffic Destination: Garden State Parkway, Route 9, New Jersey
Turnpike, Staten Island, Woodbridge Township
Middletown. POIs:Bayshore Shopping Center",132 x 432,South East,40.421,-74.187,118000
454A,Digital Bulletin,"Route 35 W/S, 460' N/O Hazlet Ave",07730 / Monmouth,"Traffic Origin: Southbound traffic on Route 35, Garden State Parkway, Route 9, New Jersey Turnpike, Staten
Island, Woodbridge Township. Traffic Destination: Jersey Shore, Middletown, Red Bank, Atlantic Highlands, Long Branch, Asbury Park, Monmouth
University, all points south
Area. POIs: Bayshore Shopping Center.",132 x 432,North West,40.421,-74.187,190000
701,Digital Bulletin,U.S. Rt.130 South Brunswick NJ,08852 / Middlesex County,"Strategically placed along US. Rt.130 with NO OTHER digital advertising units for over 20 miles in either direction, this unit CANNOT BE MISSED",120 x 360,North,40.416,-74.51,0
3147,Digital Bulletin,U.S. Rt.130 (¼ mile North of Deans Rhode Hall Rd. Intersection),08852 / Middlesex County,"Strategically placed along US. Rt.130 with NO OTHER digital advertising units for over 20 miles in either direction, this unit CANNOT BE MISSED by motorists traveling back from their New York City, Newark and New Brunswick areas of work. Just minutes away from 3 major NJ Transit hub rail stations and all centrally-located commuter connector points to New York City via US. Rt. 1 and the New Jersey Turnpike (I-95).",120 x 360,North,40.405,-74.508,0
210C,Bulletin,Rt.1 S/O Sand Hill Rd.,08852 /,"This high exposure bulletin is a prime location on the highly traveled Route 1 in Princeton, NJ. Just minutes away is Princeton University as well as two popular malls, Quakerbridge Mall and Forrestal Village.",168 x 576,South,40.404,-74.55,286019
324FS,Digital Bulletin,Route 9 n/o Route 18 Interchange,08857 / Middlesex,"Located north of the interchange with Route 18 at the Marlboro/Old Bridge Border, this sign benefits from the 
peak hour traffic jams daily as commuters from Middlesex and Monmouth counties use Route 9 as their access to and from the Parkway, shopping destinations and the Jersey Shore.",120 x 432,South,40.377,-74.308,0
324FN,Digital Bulletin,Route 9 n/o Route 18 Interchange,08857 / Middlesex,"Located north of the interchange with Route 18 at the Marlboro/Old Bridge Border, this sign benefits from the  peak hour traffic jams daily as commuters from Middlesex and Monmouth counties use Route 9 as their access to and from the Parkway, shopping destinations and the Jersey Shore.",120 x 432,North,40.377,-74.308,0
1004,Bulletin,Route 9 @ Texas Road,08857 / Dutchess,"Located in the heart of Monmouth County's affluent Route 9 retail corridor with traffic heading towards Route 18 and the Garden State Parkway. It is situated in close proximity to many high end retail stores, jewelers, car dealerships, restaurants and large shopping chains.",168 x 576,South,40.363,-74.305,211725
1003,Bulletin,Route 9 @ Texas Road,08857 / Dutchess,"Located in the heart of Monmouth County's affluent Route 9 retail corridor with traffic heading towards Route 18 and the Garden State Parkway. It is situated in close proximity to many high end retail stores, jewelers, car dealerships, restaurants and large shopping chains.",168 x 576,North,40.363,-74.305,290794
239C,Bulletin,NJ Turnpike S/O Exit 8A,08831 / Middlesex County,"This high profile bulletin captures traffic traveling north on the New Jersey Turnpike (aka I-95). Traffic passing this bulletin would have originated in South Jersey as well as Pennsylvania, via the PA Turnpike (Exit 6 on the NJ Turnpike). Northbound traffic would be en-route to destinations such as Newark, NJ and New York City.",168 x 576,South,40.34,-74.479,791947
601,Digital Bulletin,I-95 NJ Turnpike between Exits 8 & 8A,8512 / Middlesex,Located between Exits 8 and 8A on the NJTPK - I-95,168 x 576,South,40.3,-74.497,270586
602,Digital Bulletin,I-95 NJ Turnpike between Exits 8 & 8A,8512 / Middlesex,Located between Exits 8 and 8A on the NJTPK - I-95,168 x 576,North,40.3,-74.497,362247
251C,Bulletin,"I-95, 0.75 Mile S/O Rt 31",8628 /,"Points of Interest are Trenton-Mercer Airport, Capital Health Medical Center,
Bank of America/Merrill Lynch Office Campus, Rider University, The College of New Jersey, Princeton University",168 x 576,South,40.289,-74.798,232060
259C,Bulletin,I-295 @ MM 67.1 S/O Rt 1,8648 /,"Points of Interest are Quakerbridge Mall, Princeton University, Marketfair Mall, Trenton-Mercer Airport, Capital Health Medical Center, Bank of America/Merrill Lynch Office Campus",168 x 576,South,40.28,-74.692,0
267C,Bulletin,"I-295 @ MM 67, 0.7 Miles S/O Rt 1",8648 / Mercer,"Points of Interest are Quakerbridge Mall, Princeton University, Marketfair Mall,
Trenton-Mercer Airport, Capital Health Medical Center, Bank of America/Merrill Lynch Office Campus",168 x 576,South,40.274,-74.692,262475
256A,Bulletin,"I-295 @ MM 67.0, S/O Rt.1",8648 / Mercer,"Points of Interest are Hamilton Rail Station, Grounds for Sculpture, I-195, NJ Turnpike",168 x 576,North,40.274,-74.69,264293
255C,Bulletin,"I-295 @ MM 66.8, S/O Rt.1",08648 / Mercer,"Area Points of Interest
Quakerbridge Mall, Princeton University, Marketfair Mall, Trenton-Mercer Airport, Capital Health Medical Center, Bank of America/Merrill Lynch Office Campus",168 x 576,South,40.271,-74.691,349501
254A,Bulletin,"I-295 @ MM 66.8, S/O Rt.1",08648 / Mercer,"Southbound I-295 traffic, I-95, Route 1, Princeton, West Windsor, Lawrenceville, Ewing, Quakerbridge Mall, Princeton University, Rider Univ., Trenton-Mercer Airport, Capital Health Medical Center, Suburban Mercer County",168 x 576,North,40.271,-74.691,256071
274A,Bulletin,"Rt 1, 0.5 Miles N/O Mulberry St",8638 /,"Points of Interest are NJ State House, Trenton Amtrak Rail Station, Sun National Bank Center, NJ State Museum",168 x 576,North,40.243,-74.735,146991
275C,Bulletin,"Rt 1, 0.5 Miles N/O Mulberry St",8638 / Mercer,"Points of Interest are Quakerbridge Mall, Marketfair Mall, Princeton University,
Rider University, The College of New Jersey, Capital Health Medical Center, Trenton-Mercer Airport",168 x 576,South,40.243,-74.735,155830
231A,Bulletin,"Rt 1, S/O Mulberry St",08638 / Mercer,"Traffic Origin:
Southbound Route 1 traffic, I-95, I-295, Lawrenceville,
Ewing, Princeton, West Windsor, Hamilton
Traffic Destination:
Trenton, Route 129, I-195, Amtrak Rail Station, Sun
National Bank Center, Suburban Mercer and Bucks
Counties
Area Points of Interest:
NJ State House, Trenton Amtrak Rail Station, Sun
National Bank Center, NJ State Museum",168 x 576,North,40.238,-74.742,300275
203C,Bulletin,"Rt 1, Trenton Freeway, 0.2 Miles N/O Olden Ave (Rt 620)",8638 / Mercer,"Points of Interest are Quakerbridge Mall, Marketfair Mall, Princeton University,
Rider University, The College of New Jersey, Capital Health Medical Center, Trenton-Mercer Airport",168 x 576,South,40.237,-74.745,200116
204A,Bulletin,"Rt 1, Trenton Freeway, 0.2 Miles N/O Olden Ave (Rt 620)",8638 /,"Points of Interest are NJ State House, Trenton Amtrak Rail Station, Sun
National Bank Center, NJ State Museum",168 x 576,North,40.237,-74.745,258689
240A,Bulletin,Rt 1 S/O Rt 622,08638 / Mercer,"Traffic Origin:
Southbound Route 1 traffic, I-95, I-295, Lawrenceville,
Ewing, Princeton, West Windsor, Hamilton
Traffic Destination:
Trenton, Route 129, I-195, Amtrak Rail Station, Sun
National Bank Center, Suburban Mercer and Bucks
Counties
Area Points of Interest:
NJ State House, Trenton Amtrak Rail Station, Sun
National Bank Center, NJ State Museum",168 x 576,North,40.234,-74.748,231523
228B,Bulletin,"Rt 33, E/O Rt 614",8619 /,"Points of Interest are Trenton Amtrak Rail Station, Trenton, Grounds For Sculpture, Hamilton Township",168 x 576,East,40.233,-74.717,121737
NJ-006,Bulletin,"NJ 34 2800' north of NJ 33, FN",07710 / Monmouth County,,168 x 576,North,40.232,-74.148,75345
NJ-007,Bulletin,"NJ 34 2800' north of NJ 33, FS",07727 / Monmouth County,,168 x 576,South,40.232,-74.148,61843
NJ-005,Bulletin,"NJ 34 300' north of NJ 33, FS",07727 / Monmouth County,"This bulletin is located on US 9, maior six-lane highway, that prior to the construction of the Garden State Parkway, carried almost all of the traffic to the Jersey Shore. US 9 runs the entire length of NJ and is still heavily travelled with both commuter and beach traffic.

In this area US 9 is a commercial corridor and it is lined with local businesses, national chain stores and big box retailers. Stores in the immediate include: Bed, Bath & Beyond, Lowest Verizon, T-Mobile, Sprint, Hobby Lobby, Staples, Stop & Shop, BTs Wholesale, Pier 1, Kohl's, Aldo Supermarket, Barnes & Noble, Michael's and PetsMart. And, branches of iust about every regional and local bank. Georgian Court University is located 1.5 miles south of this bulletin. 

Approximately 45 miles south of Manhattan, traffic passing this bulletin are commuting NYC as well as the maior regional business centers in Red Bank, Tinton Falls and Eatontown.",168 x 576,South,40.229,-74.146,82109
NJ-004,Bulletin,"NJ 34 300' north of NJ 33, FN",07727 / Monmouth County,,168 x 576,North,40.229,-74.146,104527
202B,Bulletin,Corner E. State St @ Canal St,8608 /,"Points of Interest are NJ State House, Trenton Amtrak Rail Station, NJ State
Museum",168 x 462,East,40.221,-74.758,31433
201B,Bulletin,Rt 33 @ S. Clinton Ave,8609 /,"Points of Interest are Trenton Amtrak Rail Station, NJ State House, Route 1",168 x 576,East,40.217,-74.754,63695
229A,Bulletin,"Rt 1, 0.2 Miles S/O Rt 206",08611 / Mercer,"Traffic Origin:Southbound Route 1 traffic, Trenton, Lawrenceville,Suburban Mercer County
Traffic Destination:Oxford Valley Mall, Sesame Place, I-95, Morrisville,Yardley, Falls Township, Fairless Hill, Langhorne,Levittown, Suburban Bucks County
Area Points of Interest:Oxford Valley Mall, Sesame Place, NJ State House, NJ
State Museum, Amtrak Rail Station, Sun National BankCenter, I-95",168 x 576,North,40.211,-74.763,150375
230C,Bulletin,"Rt 1, 0.2 Miles S/O Rt 206",08611 / Mercer,"Traffic Origin:Northbound Route 1 traffic, I-95, Suburban BucksCounty

Traffic Destination:Trenton, NJ State House, Lawrenceville, NJ State
Museum, Ewing, West Windsor, Princeton, I-95, I-295,Suburban Mercer County

Area Points of Interest:
NJ State House, Sun National Bank Center, The College of New Jersey, Rider Univ., 
Princeton Univ., NJ State Museum, Amtrak Rail Station, Trenton-Mercer Airport",168 x 576,South,40.211,-74.763,335544
285D,Bulletin,"I-195, 2/10 Mile E/O Yardville-Hamilton Sq. Rd Overpass",8620 /,"Points of Interest are NJ Turnpike, Six Flags Great Adventure & Safari, Hurricane Harbor, Jackson Premium Outlets, RWJ
Health System",168 x 576,West,40.201,-74.659,263821
270A,Bulletin,"Route 129, 600' N/O Lalor Street 14",08611 / Mercer,"Traffic Origin:
Southbound Rt 129, Route 1, I-295, I-95, Lawrenceville,
Ewing, Trenton, West Windsor, Princeton, Suburban
Mercer County
Traffic Destination:
I-195, I-295, New Jersey Turnpike, Suburban Mercer
and Burlington Counties
Area Points of Interest:
Sun National Bank Center, River Line Rail Station, NJ
State House, Trenton Amtrak Rail Station",168 x 576,North,40.2,-74.753,73996
271C,Bulletin,"Route 129, 600' N/O Lalor Street 14",08611 / Mercer,"Traffic Origin:
Northbound Rt 129 traffic, I-195, I-295, New Jersey
Turnpike, Suburban Mercer and Burlington Counties
Traffic Destination:
Route 1, Trenton, Sun National Bank Center, River Line
Rail Station, NJ State House, Amtrak Rail Station
Area Points of Interest:
Sun National Bank Center, River Line Rail Station, NJ
State House, Trenton Amtrak Rail Station",168 x 576,South,40.2,-74.753,96335
735SF,Digital Bulletin,Route 35 @ Kelly's Tavern,07753 / Monmouth,"Located on the bend of Route 35 at the landmark Kelly's Tavern, this sign shows to traffic headed Northbound towards Asubry Park and Avon, leaving Belmar.",120 x 432,South,40.193,-74.024,115892
735NF,Digital Bulletin,Route 35 @ Kelly's Tavern,07753 / Monmouth,"Located on the bend of Route 35 at the landmark Kelly's Tavern, this sign shows to traffic headed Southbound toward at the entrance to Belmar and Avon-By-The-Sea.",120 x 432,North,40.193,-74.024,0
283D,Bulletin,"I-195, 1/10 Mile W/O Rt 206",8610 /,"Points of Interest are NJ Turnpike, Six Flags Great Adventure & Safari, Hurricane Harbor, Jackson Premium Outlets, RWJ
Health System",168 x 576,West,40.185,-74.707,364177
227C,Bulletin,"Rt 206, S/O I-195",8610 /,"Points of Interest are I-195, I-295, New Jersey Turnpike, RWJ Health System,
Grounds for Sculpture, Hamilton Rail Station",168 x 576,South,40.183,-74.704,123255
NJ-002,Bulletin,"US 9 3/4 mi south of 1-195, FN",07731 / Monmouth County,"Located on US 9 just south of 1-195, this bulletin reaches beach traffic as well as 
heavy commuter and pass-through traffic. In this area, US 9 is lined with big box 
retailers and national retail chains.",168 x 576,North,40.151,-74.228,163915
NJ-003,Bulletin,"US 9 3/4 mi south of 1-195, FS",07731 / Monmouth County,"Located on US 9 just south of 1-195, this bulletin reaches beach traffic as well as 
heavy commuter and pass-through traffic. In this area, US 9 is lined with big box 
retailers and national retail chains.",168 x 576,South,40.151,-74.228,133455
444A,Bulletin,"Route 9, 612' S/O Lanes Mill Rd",7731 / Monmouth,"Points of Interest are Monmouth University, Georgian Court University, Point Pleasant, Seaside Park, Seaside Heights",168 x 576,North,40.128,-74.223,109361
445C,Bulletin,"Route 9, 612' S/O Lanes Mill Rd",7731 /,"Points of Interest are Six Flags, Hurricane Harbor, Monmouth University, Raceway Park, Jackson and Jersey Shore Premium
Outlets",168 x 576,South,40.128,-74.223,108525
NJ-012,Bulletin,Route 9 Howell,07731 / Monmouth County,,168 x 576,South,40.121,-74.152,0
236A,Bulletin,"NJ Turnpike, 0.1 Miles S/O Exit 7",8505 / Burlington,"Points of Interest are Philadelphia, Pennsylvania Turnpike (I-276), Trenton,
South Jersey",240 x 600,North,40.119,-74.706,394907
237C,Bulletin,"NJ Turnpike, 0.1 Miles S/O Exit 7",8505 / Burlington,"Points of Interest are Trenton, I-195, Hurricane Harbor, Six Flags Great Adventure & Safari, Jackson Premium Outlets",240 x 600,South,40.119,-74.706,614519
NJ-008,Bulletin,"US 9 750' north of Alexander Avenue, FN",07731 / Monmouth County,"This bulletin is located on US 9, maior six-lane highway, that prior to the construction of the Garden State Parkway, carried almost all of the traffic to the Jersey Shore. US 9 runs the entire length of NJ and is still heavily travelled with both commuter and beach traffic. 

Approximately 45 miles south of Manhattan, traffic passing this bulletin are as the maior regional business centers in Red Bank, Tinton Falls and Eatontown.",168 x 576,North,40.119,-74.219,104527
NJ-009,Bulletin,"US 9 750' north of Alexander Avenue, FS",07731 / Monmouth County,"Located on US 9 at the south end of Howell, this bulletin reaches beach traffic as well as heavy commuter traffic. US 9 is lined with big box retailers and national chains.",168 x 576,South,40.119,-74.219,130757
6575,Poster,Route 72,/ Ocean,"Rt 72, 5.6 Miles W/O Garden State Parkway",127 x 265,West,39.781,-74.339,103027
6545,Poster,NY Rd (Rt 9),/ Ocean,"NY Rd (Rt9), 1.6 Miles S/O Barnegat",127 x 265,North,39.734,-74.236,59785
6546,Poster,NY Rd (Rt 9) - South,/ Ocean,"NY Rd (Rt 9), 1.6 Miles S/O Barnegat",127 x 265,South,39.734,-74.236,63870
902B,Bulletin,Atlantic City Expressway W/O Exit 2 @ MM 2.5,8401 / Atlantic,"Points of Interest are Atlantic City International Airport, Hamilton Mall",168 x 576,East,39.377,-74.483,184615
